epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
49,8272.1,1.55167,1.19493,0.01354,0.74459,0.68772,0.75558,0.43053,1.33947,1.08117,0.01486,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
50,8437.28,1.55328,1.16424,0.01345,0.77132,0.67844,0.75907,0.43308,1.3409,1.0438,0.01475,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
51,8600.54,1.53996,1.16726,0.01322,0.75673,0.68408,0.75863,0.43418,1.3418,1.02163,0.01478,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,8764.42,1.54286,1.16419,0.01339,0.74567,0.69258,0.76057,0.43795,1.33255,1.01367,0.01466,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
53,8929.11,1.53419,1.15823,0.01333,0.76482,0.68487,0.75879,0.43667,1.33457,1.0193,0.0147,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
54,9093.97,1.52191,1.13214,0.01302,0.76061,0.68678,0.75745,0.43611,1.33836,1.02297,0.01479,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
55,9258.9,1.51723,1.1115,0.01297,0.74591,0.69552,0.75817,0.43544,1.34067,1.01978,0.01483,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
56,9422.41,1.52481,1.09934,0.01313,0.75793,0.68932,0.76152,0.43767,1.34287,1.01683,0.01485,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
57,9587.23,1.49802,1.10054,0.01277,0.75687,0.69207,0.76071,0.43777,1.3398,1.00867,0.0148,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
58,9750.73,1.50673,1.08975,0.0127,0.75833,0.69208,0.76182,0.43959,1.33677,1.01008,0.01473,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
59,9915.52,1.49221,1.08865,0.0128,0.76173,0.69431,0.76352,0.43966,1.33763,1.006,0.01471,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,10080.5,1.48783,1.0558,0.01269,0.76275,0.69803,0.76651,0.4418,1.34008,0.99592,0.01473,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
61,10244.4,1.4814,1.05333,0.0125,0.74845,0.70314,0.76498,0.4416,1.34052,0.99406,0.01474,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
62,10408.5,1.47948,1.0476,0.01246,0.75385,0.70571,0.76651,0.44187,1.34011,0.9923,0.01472,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
63,10572.7,1.48082,1.02958,0.01254,0.7605,0.70095,0.76618,0.44222,1.34139,0.98791,0.0147,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
64,10737.1,1.46269,1.00963,0.01226,0.75264,0.70699,0.76738,0.4428,1.34485,0.97854,0.0148,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
65,10902.4,1.45359,1.01329,0.0122,0.75442,0.7008,0.76615,0.44264,1.34508,0.97013,0.01476,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
66,11069.4,1.44469,1.00477,0.01218,0.7559,0.69997,0.76599,0.44163,1.34543,0.97316,0.01477,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
67,11234.6,1.44797,0.99138,0.0121,0.74833,0.70731,0.76373,0.44119,1.34588,0.97354,0.01478,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
68,11399.8,1.43987,0.98552,0.01198,0.74482,0.71538,0.76321,0.44083,1.34336,0.97712,0.01473,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
69,11566.7,1.43328,0.98004,0.01184,0.74894,0.70869,0.76284,0.44088,1.34113,0.97791,0.01471,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
70,11732.5,1.43148,0.96556,0.01193,0.74991,0.71393,0.76508,0.44204,1.3395,0.97707,0.0147,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
71,11898,1.42246,0.95761,0.01172,0.74826,0.71391,0.76518,0.44179,1.34002,0.97326,0.01471,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
72,12061.9,1.41069,0.94518,0.0116,0.74424,0.71601,0.76509,0.44205,1.34131,0.97027,0.01472,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
73,12226.6,1.41345,0.95209,0.01147,0.75408,0.70883,0.76512,0.44193,1.34145,0.96709,0.01473,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
74,12391,1.39624,0.93209,0.01135,0.76193,0.70321,0.76626,0.44279,1.34147,0.96554,0.01474,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
75,12555.6,1.38892,0.91932,0.01125,0.76373,0.70236,0.76651,0.44311,1.34314,0.96554,0.01476,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
76,12721.7,1.39063,0.92354,0.01136,0.76413,0.70289,0.76811,0.44354,1.34384,0.96601,0.01477,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
77,12885.5,1.38037,0.91031,0.01126,0.76699,0.70375,0.76737,0.44243,1.3446,0.96583,0.01477,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
78,13048.8,1.37463,0.90293,0.01123,0.76935,0.69913,0.76744,0.4424,1.34546,0.96626,0.01478,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
79,13215,1.36793,0.89716,0.01106,0.7692,0.70125,0.76723,0.44276,1.34651,0.96485,0.01479,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,13379.7,1.36257,0.88506,0.01101,0.77481,0.69355,0.76598,0.44236,1.34599,0.96697,0.01478,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
81,13544.2,1.3666,0.88286,0.01096,0.76967,0.69922,0.76571,0.44287,1.34705,0.96414,0.01481,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
82,13708.5,1.35889,0.87603,0.01084,0.77049,0.69876,0.76563,0.44276,1.34928,0.96149,0.01485,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,13874.1,1.34794,0.86363,0.01081,0.76915,0.70015,0.76605,0.44273,1.35003,0.95941,0.01486,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,14038.2,1.34321,0.85304,0.01084,0.76586,0.70289,0.76534,0.44312,1.35026,0.95801,0.01486,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,14203.3,1.34778,0.85967,0.01064,0.7663,0.7043,0.76466,0.44263,1.34989,0.95987,0.01485,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,14367.8,1.34642,0.85164,0.01067,0.76497,0.70203,0.76432,0.44265,1.34819,0.96183,0.01484,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,14532.5,1.34301,0.8425,0.0107,0.76558,0.70197,0.76464,0.44252,1.34745,0.96515,0.01483,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,14697.5,1.32601,0.83751,0.01054,0.76538,0.70157,0.76437,0.44224,1.34764,0.96488,0.01482,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,14862.1,1.33361,0.84209,0.0105,0.76768,0.70087,0.76476,0.44214,1.3479,0.96595,0.01482,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
90,15026.9,1.33375,0.83254,0.01058,0.76767,0.69922,0.76468,0.44174,1.34819,0.96522,0.01482,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,15210.6,1.24242,0.60651,0.00955,0.76264,0.70455,0.76307,0.44159,1.34736,0.96674,0.01482,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,15376.1,1.23744,0.60984,0.00949,0.76496,0.70278,0.76347,0.44149,1.34909,0.96431,0.01484,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,15538,1.23002,0.5913,0.00947,0.7657,0.70247,0.76411,0.44197,1.3497,0.96352,0.01485,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
94,15700.9,1.23567,0.59565,0.0095,0.7601,0.70511,0.76363,0.44206,1.34954,0.96467,0.01485,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
95,15866.3,1.22986,0.58882,0.00948,0.76219,0.70283,0.76254,0.44146,1.34889,0.9655,0.01485,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
96,16029.2,1.21574,0.58071,0.00937,0.7595,0.70335,0.76209,0.44132,1.35021,0.96429,0.01487,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
97,16191.9,1.21998,0.58078,0.00934,0.76476,0.7013,0.76298,0.44139,1.35104,0.96329,0.01488,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
98,16355.8,1.22256,0.58931,0.00933,0.75943,0.70592,0.76308,0.44143,1.35261,0.9621,0.01489,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
99,16518.9,1.21883,0.57887,0.00925,0.75944,0.7053,0.76272,0.44143,1.35263,0.9623,0.01489,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
100,16680.8,1.2159,0.5774,0.00927,0.76292,0.70558,0.76338,0.44169,1.35314,0.96026,0.01491,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
