epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
59,12740.7,1.21922,0.85898,1.24143,0.7917,0.71286,0.78661,0.46032,1.23034,0.96414,1.12768,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,12953.5,1.21498,0.83847,1.23924,0.7875,0.72145,0.78819,0.45888,1.22885,0.94747,1.12629,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
61,13164.5,1.21087,0.83821,1.23347,0.77419,0.72309,0.78468,0.45959,1.22915,0.94566,1.12673,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
62,13374.2,1.20648,0.82979,1.22748,0.77815,0.72375,0.7854,0.45949,1.23521,0.94009,1.13184,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
63,13587.1,1.1896,0.81445,1.22026,0.78586,0.72149,0.78843,0.46021,1.24188,0.94669,1.138,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
64,13809.7,1.17842,0.799,1.21226,0.79227,0.72353,0.79063,0.46,1.24521,0.95795,1.14114,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
65,14092.6,1.1706,0.78654,1.20449,0.78851,0.72518,0.79092,0.46154,1.24634,0.94051,1.14376,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
66,14372.5,1.16397,0.78197,1.20251,0.79169,0.72244,0.79224,0.46156,1.24623,0.92079,1.14377,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
67,14590.6,1.1584,0.77018,1.1996,0.78756,0.72415,0.78968,0.46125,1.24731,0.90902,1.14503,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
68,14872.6,1.14986,0.76132,1.19336,0.79558,0.7175,0.78847,0.46087,1.24873,0.91531,1.14713,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
69,15126,1.15054,0.76451,1.19113,0.79469,0.71854,0.78663,0.46019,1.24825,0.91587,1.14877,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
70,15365.6,1.14091,0.75527,1.18332,0.79032,0.71914,0.7846,0.46037,1.2476,0.91425,1.14929,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
71,15576.7,1.12488,0.73308,1.17485,0.79249,0.71914,0.78455,0.45924,1.24775,0.91591,1.15141,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
72,15792.2,1.12077,0.73554,1.17458,0.78699,0.72349,0.78326,0.45893,1.2471,0.91297,1.15184,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
73,16005.1,1.11189,0.72125,1.16892,0.79473,0.71844,0.78223,0.4584,1.24559,0.91449,1.15158,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
74,16219.7,1.09871,0.71043,1.16173,0.80293,0.71282,0.78294,0.45847,1.24633,0.91572,1.15308,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
75,16433.2,1.09413,0.71143,1.15747,0.80428,0.70864,0.78133,0.45797,1.247,0.91521,1.15448,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
76,16654.6,1.08469,0.70099,1.15215,0.79923,0.71538,0.78149,0.45799,1.24699,0.91483,1.15485,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
77,16868.9,1.07771,0.69131,1.15096,0.79713,0.71489,0.7812,0.45729,1.24624,0.91371,1.15552,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
78,17085.2,1.07422,0.68708,1.14389,0.79784,0.71507,0.78103,0.45684,1.24607,0.91173,1.15624,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
