epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
79,19548.4,1.21179,0.70403,0.00947,0.78923,0.72925,0.77512,0.45616,1.31356,0.89786,0.0148,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,19824.8,1.2175,0.70676,0.0094,0.79416,0.72412,0.77477,0.4566,1.31468,0.89736,0.01482,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
81,20098.3,1.20497,0.6923,0.00928,0.79095,0.72862,0.77462,0.45656,1.31385,0.89671,0.01483,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
82,20425,1.19557,0.68014,0.00934,0.79328,0.72279,0.77426,0.45653,1.31514,0.8968,0.01486,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,20765.6,1.19477,0.67373,0.00914,0.78809,0.72323,0.77379,0.45632,1.31674,0.89653,0.01486,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,21081.2,1.18826,0.68143,0.00917,0.78975,0.72452,0.77425,0.45676,1.31762,0.89547,0.01489,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,21319.6,1.18467,0.65915,0.00887,0.7893,0.72455,0.77411,0.45701,1.31699,0.89936,0.01488,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,21556.6,1.16994,0.66829,0.00895,0.7891,0.72397,0.77433,0.45605,1.3158,0.89844,0.01483,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,21793.8,1.16605,0.66713,0.00887,0.78437,0.72944,0.77383,0.45563,1.31567,0.9007,0.01484,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,22031.2,1.1694,0.65219,0.00891,0.78292,0.73045,0.77319,0.45545,1.31493,0.90501,0.01481,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,22268.1,1.15632,0.64073,0.00881,0.78266,0.73039,0.77293,0.45531,1.31619,0.90315,0.01483,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
90,22542.3,1.17279,0.6551,0.00885,0.78331,0.73021,0.77354,0.4557,1.3165,0.90371,0.01482,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
91,22849,1.04464,0.4267,0.0075,0.78697,0.73099,0.77359,0.45493,1.31598,0.90508,0.01481,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
92,23084.4,1.04532,0.42748,0.00753,0.78987,0.72884,0.77354,0.45493,1.31795,0.90447,0.01483,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
93,23318.5,1.03632,0.41941,0.00747,0.78659,0.73262,0.77219,0.45419,1.31863,0.90625,0.01484,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
94,23552.5,1.03236,0.41494,0.00734,0.7878,0.73258,0.77207,0.45447,1.31854,0.90722,0.01484,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
95,23787.6,1.0275,0.41852,0.00734,0.78745,0.73049,0.77161,0.4541,1.31891,0.90816,0.01484,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
96,24022.3,1.02327,0.41465,0.00726,0.78594,0.73336,0.77059,0.4537,1.32161,0.90676,0.01491,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
97,24256.6,1.02366,0.41529,0.00733,0.78831,0.73055,0.77109,0.45318,1.32245,0.90802,0.01489,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
98,24492.3,1.02474,0.41178,0.0073,0.78653,0.73228,0.76953,0.45286,1.32152,0.91131,0.01489,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968,0.000365905,0.000121968
99,24728.9,1.02074,0.40756,0.0073,0.7879,0.73142,0.76957,0.45269,1.32285,0.91023,0.0149,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
100,24965.6,1.01699,0.40802,0.00726,0.78595,0.73217,0.76933,0.45236,1.32258,0.91255,0.01489,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443,0.000307328,0.000102443
